Month,Date,Time,Level,Component,PID,Content,EventTemplate,Regex
Aug,17,03:39:34,combo,ftpd,18909,connection from 211.107.232.1 () at Wed Aug 17 03:39:34 2005, connection  from  <*>   (  )   at  wed  aug  <*>  <*> <*> , connection from (.*?)  ( )  at wed aug (.*?) (.*?) (.*?) 
Aug,17,03:39:34,combo,ftpd,18904,connection from 211.107.232.1 () at Wed Aug 17 03:39:34 2005, connection  from  <*>   (  )   at  wed  aug  <*>  <*> <*> , connection from (.*?)  ( )  at wed aug (.*?) (.*?) (.*?) 
Aug,17,03:39:34,combo,ftpd,18899,connection from 211.107.232.1 () at Wed Aug 17 03:39:34 2005, connection  from  <*>   (  )   at  wed  aug  <*>  <*> <*> , connection from (.*?)  ( )  at wed aug (.*?) (.*?) (.*?) 
Aug,18,04:03:18,combo,su(pam_unix),22081,session opened for user cyrus by (uid=0), session  opened  for  user  cyrus  by   ( uid = <*> )  , session opened for user cyrus by  ( uid = (.*?) ) 
Aug,18,04:03:20,combo,logrotate,,ALERT exited abnormally with [1], ALERT  exited  abnormally  with   [ <*> ]  , ALERT exited abnormally with  [ (.*?) ] 
Aug,19,00:14:18,combo,ftpd,25056,connection from 212.122.206.51 (klik18.klik.bydgoszcz.pl) at Fri Aug 19 00:14:18 2005, connection  from  <*>   ( <*> )   at  Fri  Aug <*> <*> <*> , connection from (.*?)  ( (.*?) )  at Fri Aug (.*?) (.*?) (.*?) 
Aug,19,00:14:27,combo,ftpd,25070,connection from 212.122.206.51 (klik18.klik.bydgoszcz.pl) at Fri Aug 19 00:14:27 2005, connection  from  <*>   ( <*> )   at  Fri  Aug <*> <*> <*> , connection from (.*?)  ( (.*?) )  at Fri Aug (.*?) (.*?) (.*?) 
Aug,19,00:14:27,combo,ftpd,25072,connection from 212.122.206.51 (klik18.klik.bydgoszcz.pl) at Fri Aug 19 00:14:27 2005, connection  from  <*>   ( <*> )   at  Fri  Aug <*> <*> <*> , connection from (.*?)  ( (.*?) )  at Fri Aug (.*?) (.*?) (.*?) 
Aug,19,04:03:12,combo,su(pam_unix),25732,session closed for user cyrus, session  closed  for  user  cyrus , session closed for user cyrus 
Aug,22,03:48:23,combo,ftpd,13749,connection from 65.162.107.196 (host-65-162-107-196.apid.com) at Mon Aug 22 03:48:23 2005, connection  from  <*>   ( <*> )   at  Mon  Aug <*> <*> <*> , connection from (.*?)  ( (.*?) )  at Mon Aug (.*?) (.*?) (.*?) 
Aug,22,03:48:23,combo,ftpd,13747,connection from 65.162.107.196 (host-65-162-107-196.apid.com) at Mon Aug 22 03:48:23 2005, connection  from  <*>   ( <*> )   at  Mon  Aug <*> <*> <*> , connection from (.*?)  ( (.*?) )  at Mon Aug (.*?) (.*?) (.*?) 
Aug,22,03:48:23,combo,ftpd,13753,connection from 65.162.107.196 (host-65-162-107-196.apid.com) at Mon Aug 22 03:48:23 2005, connection  from  <*>   ( <*> )   at  Mon  Aug <*> <*> <*> , connection from (.*?)  ( (.*?) )  at Mon Aug (.*?) (.*?) (.*?) 
Aug,22,09:28:24,combo,sshd(pam_unix),15003,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=211.191.53.101  user=root, authentication  failure;  logname =   uid = <*> euid = <*> tty = NODEVssh  ruser =   rhost = <*>  user = root , authentication failure; logname =  uid = (.*?) euid = (.*?) tty = NODEVssh ruser =  rhost = (.*?) user = root 
Aug,22,14:42:43,combo,sshd(pam_unix),15476,check pass; user unknown, check  pass;  user  unknown , check pass; user unknown 
Aug,22,14:42:43,combo,sshd(pam_unix),15476,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=srv2.alfahost.nl, authentication  failure;  logname =   uid = <*> euid = <*> tty = NODEVssh  ruser =   rhost = <*> , authentication failure; logname =  uid = (.*?) euid = (.*?) tty = NODEVssh ruser =  rhost = (.*?) 
Aug,23,08:28:09,combo,ftpd,18671,connection from 82.55.115.181 (host181-115.pool8255.interbusiness.it) at Tue Aug 23 08:28:09 2005, connection  from  <*>   ( <*> )   at  tue  aug  <*>  <*> <*> , connection from (.*?)  ( (.*?) )  at tue aug (.*?) (.*?) (.*?) 
Aug,23,08:28:11,combo,ftpd,18684,connection from 82.55.115.181 (host181-115.pool8255.interbusiness.it) at Tue Aug 23 08:28:11 2005, connection  from  <*>   ( <*> )   at  tue  aug  <*>  <*> <*> , connection from (.*?)  ( (.*?) )  at tue aug (.*?) (.*?) (.*?) 
Aug,23,12:41:40,combo,sshd(pam_unix),19057,check pass; user unknown, check  pass;  user  unknown , check pass; user unknown 
Aug,23,12:41:40,combo,sshd(pam_unix),19066,check pass; user unknown, check  pass;  user  unknown , check pass; user unknown 
Aug,23,12:41:40,combo,sshd(pam_unix),19061,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=61.233.3.13, authentication  failure;  logname =   uid = <*> euid = <*> tty = NODEVssh  ruser =   rhost = <*> , authentication failure; logname =  uid = (.*?) euid = (.*?) tty = NODEVssh ruser =  rhost = (.*?) 
Aug,23,12:41:41,combo,sshd(pam_unix),19060,check pass; user unknown, check  pass;  user  unknown , check pass; user unknown 
Aug,23,12:41:41,combo,sshd(pam_unix),19060,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=61.233.3.13, authentication  failure;  logname =   uid = <*> euid = <*> tty = NODEVssh  ruser =   rhost = <*> , authentication failure; logname =  uid = (.*?) euid = (.*?) tty = NODEVssh ruser =  rhost = (.*?) 
Aug,23,23:57:05,combo,sshd(pam_unix),20026,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=222.222.60.88  user=root, authentication  failure;  logname =   uid = <*> euid = <*> tty = NODEVssh  ruser =   rhost = <*>  user = root , authentication failure; logname =  uid = (.*?) euid = (.*?) tty = NODEVssh ruser =  rhost = (.*?) user = root 
Aug,24,04:11:41,combo,su(pam_unix),21100,session closed for user news, session  closed  for  user  news , session closed for user news 
Aug,24,11:26:05,combo,sshd(pam_unix),21985,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.78.209.108  user=root, authentication  failure;  logname =   uid = <*> euid = <*> tty = NODEVssh  ruser =   rhost = <*>  user = root , authentication failure; logname =  uid = (.*?) euid = (.*?) tty = NODEVssh ruser =  rhost = (.*?) user = root 
Aug,24,14:57:13,combo,sshd(pam_unix),22295,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=220.95.232.206  user=root, authentication  failure;  logname =   uid = <*> euid = <*> tty = NODEVssh  ruser =   rhost = <*>  user = root , authentication failure; logname =  uid = (.*?) euid = (.*?) tty = NODEVssh ruser =  rhost = (.*?) user = root 
Aug,25,07:50:54,combo,ftpd,25369,connection from 211.72.151.162 () at Thu Aug 25 07:50:54 2005, connection  from  <*>   (  )   at  Thu  Aug <*> <*> <*> , connection from (.*?)  ( )  at Thu Aug (.*?) (.*?) (.*?) 
Aug,25,18:30:40,combo,sshd(pam_unix),26313,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=210.99.254.124  user=root, authentication  failure;  logname =   uid = <*> euid = <*> tty = NODEVssh  ruser =   rhost = <*>  user = root , authentication failure; logname =  uid = (.*?) euid = (.*?) tty = NODEVssh ruser =  rhost = (.*?) user = root 
Aug,27,02:31:59,combo,sshd(pam_unix),21262,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=61.233.104.78  user=root, authentication  failure;  logname =   uid = <*> euid = <*> tty = NODEVssh  ruser =   rhost = <*>  user = root , authentication failure; logname =  uid = (.*?) euid = (.*?) tty = NODEVssh ruser =  rhost = (.*?) user = root 
Aug,27,02:32:04,combo,sshd(pam_unix),21268,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=61.233.104.78  user=root, authentication  failure;  logname =   uid = <*> euid = <*> tty = NODEVssh  ruser =   rhost = <*>  user = root , authentication failure; logname =  uid = (.*?) euid = (.*?) tty = NODEVssh ruser =  rhost = (.*?) user = root 
Aug,27,05:08:04,combo,sshd(pam_unix),23085,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=211.99.33.2  user=root, authentication  failure;  logname =   uid = <*> euid = <*> tty = NODEVssh  ruser =   rhost = <*>  user = root , authentication failure; logname =  uid = (.*?) euid = (.*?) tty = NODEVssh ruser =  rhost = (.*?) user = root 
Aug,27,13:03:28,combo,sshd(pam_unix),23790,check pass; user unknown, check  pass;  user  unknown , check pass; user unknown 
Aug,27,13:40:38,combo,ftpd,23860,connection from 218.146.61.230 () at Sat Aug 27 13:40:38 2005, connection  from  <*>   (  )   at  sat  aug  <*>  <*> <*> , connection from (.*?)  ( )  at sat aug (.*?) (.*?) (.*?) 
Aug,27,13:40:38,combo,ftpd,23851,connection from 218.146.61.230 () at Sat Aug 27 13:40:38 2005, connection  from  <*>   (  )   at  sat  aug  <*>  <*> <*> , connection from (.*?)  ( )  at sat aug (.*?) (.*?) (.*?) 
Aug,27,13:40:39,combo,ftpd,23867,connection from 218.146.61.230 () at Sat Aug 27 13:40:39 2005, connection  from  <*>   (  )   at  sat  aug  <*>  <*> <*> , connection from (.*?)  ( )  at sat aug (.*?) (.*?) (.*?) 
Aug,27,15:56:02,combo,sshd(pam_unix),24099,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=62.154.184.86, authentication  failure;  logname =   uid = <*> euid = <*> tty = NODEVssh  ruser =   rhost = <*> , authentication failure; logname =  uid = (.*?) euid = (.*?) tty = NODEVssh ruser =  rhost = (.*?) 
Aug,27,15:56:03,combo,sshd(pam_unix),24108,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=62.154.184.86, authentication  failure;  logname =   uid = <*> euid = <*> tty = NODEVssh  ruser =   rhost = <*> , authentication failure; logname =  uid = (.*?) euid = (.*?) tty = NODEVssh ruser =  rhost = (.*?) 
Aug,27,18:15:14,combo,ftpd,24337,connection from 62.241.71.44 (ip-62-241-71-44.evc.net) at Sat Aug 27 18:15:14 2005, connection  from  <*>   (  )   at  sat  aug  <*>  <*> <*> , connection from (.*?)  ( )  at sat aug (.*?) (.*?) (.*?) 
Aug,27,18:15:17,combo,ftpd,24346,connection from 62.241.71.44 (ip-62-241-71-44.evc.net) at Sat Aug 27 18:15:17 2005, connection  from  <*>   (  )   at  sat  aug  <*>  <*> <*> , connection from (.*?)  ( )  at sat aug (.*?) (.*?) (.*?) 
Aug,27,18:15:17,combo,ftpd,24344,connection from 62.241.71.44 (ip-62-241-71-44.evc.net) at Sat Aug 27 18:15:17 2005, connection  from  <*>   (  )   at  sat  aug  <*>  <*> <*> , connection from (.*?)  ( )  at sat aug (.*?) (.*?) (.*?) 
Aug,27,18:15:17,combo,ftpd,24348,connection from 62.241.71.44 (ip-62-241-71-44.evc.net) at Sat Aug 27 18:15:17 2005, connection  from  <*>   (  )   at  sat  aug  <*>  <*> <*> , connection from (.*?)  ( )  at sat aug (.*?) (.*?) (.*?) 
Aug,27,18:15:18,combo,ftpd,24357,connection from 62.241.71.44 (ip-62-241-71-44.evc.net) at Sat Aug 27 18:15:18 2005, connection  from  <*>   (  )   at  sat  aug  <*>  <*> <*> , connection from (.*?)  ( )  at sat aug (.*?) (.*?) (.*?) 
Aug,28,09:59:33,combo,ftpd,29796,connection from 200.247.141.95 (141095.fln.virtua.com.br) at Sun Aug 28 09:59:33 2005, connection  from  <*>   ( <*> )   at  sun  aug  <*>  <*> <*> , connection from (.*?)  ( (.*?) )  at sun aug (.*?) (.*?) (.*?) 
Aug,29,07:22:37,combo,sshd(pam_unix),815,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=220.82.197.48  user=root, authentication  failure;  logname =   uid = <*> euid = <*> tty = NODEVssh  ruser =   rhost = <*>  user = root , authentication failure; logname =  uid = (.*?) euid = (.*?) tty = NODEVssh ruser =  rhost = (.*?) user = root 
Aug,29,07:23:03,combo,sshd(pam_unix),858,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=220.82.197.48  user=root, authentication  failure;  logname =   uid = <*> euid = <*> tty = NODEVssh  ruser =   rhost = <*>  user = root , authentication failure; logname =  uid = (.*?) euid = (.*?) tty = NODEVssh ruser =  rhost = (.*?) user = root 
Aug,29,07:23:04,combo,sshd(pam_unix),870,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=220.82.197.48  user=root, authentication  failure;  logname =   uid = <*> euid = <*> tty = NODEVssh  ruser =   rhost = <*>  user = root , authentication failure; logname =  uid = (.*?) euid = (.*?) tty = NODEVssh ruser =  rhost = (.*?) user = root 
Aug,29,07:23:28,combo,sshd(pam_unix),898,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=220.82.197.48  user=root, authentication  failure;  logname =   uid = <*> euid = <*> tty = NODEVssh  ruser =   rhost = <*>  user = root , authentication failure; logname =  uid = (.*?) euid = (.*?) tty = NODEVssh ruser =  rhost = (.*?) user = root 
Aug,29,07:23:54,combo,sshd(pam_unix),950,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=220.82.197.48  user=root, authentication  failure;  logname =   uid = <*> euid = <*> tty = NODEVssh  ruser =   rhost = <*>  user = root , authentication failure; logname =  uid = (.*?) euid = (.*?) tty = NODEVssh ruser =  rhost = (.*?) user = root 
Aug,30,11:31:16,combo,sshd(pam_unix),4187,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=63.126.79.65  user=root, authentication  failure;  logname =   uid = <*> euid = <*> tty = NODEVssh  ruser =   rhost = <*>  user = root , authentication failure; logname =  uid = (.*?) euid = (.*?) tty = NODEVssh ruser =  rhost = (.*?) user = root 
Aug,30,11:49:48,combo,sshd(pam_unix),4215,session opened for user root by (uid=0), session  opened  for  user  root  by   ( uid = <*> )  , session opened for user root by  ( uid = (.*?) ) 
Aug,31,04:09:42,combo,su(pam_unix),7165,session opened for user news by (uid=0), session  opened  for  user  news  by   ( uid = <*> )  , session opened for user news by  ( uid = (.*?) ) 
Aug,31,05:33:13,combo,ftpd,7347,connection from 211.234.84.17 () at Wed Aug 31 05:33:13 2005, connection  from  <*>   (  )   at  wed  aug  <*>  <*> <*> , connection from (.*?)  ( )  at wed aug (.*?) (.*?) (.*?) 
Aug,31,05:33:13,combo,ftpd,7340,connection from 211.234.84.17 () at Wed Aug 31 05:33:13 2005, connection  from  <*>   (  )   at  wed  aug  <*>  <*> <*> , connection from (.*?)  ( )  at wed aug (.*?) (.*?) (.*?) 
Aug,31,13:27:55,combo,sshd(pam_unix),8013,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=210.178.126.40  user=root, authentication  failure;  logname =   uid = <*> euid = <*> tty = NODEVssh  ruser =   rhost = <*>  user = root , authentication failure; logname =  uid = (.*?) euid = (.*?) tty = NODEVssh ruser =  rhost = (.*?) user = root 
Aug,31,19:10:44,combo,sshd(pam_unix),8524,check pass; user unknown, check  pass;  user  unknown , check pass; user unknown 
Aug,31,19:10:46,combo,sshd(pam_unix),8526,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=213.197.195.245, authentication  failure;  logname =   uid = <*> euid = <*> tty = NODEVssh  ruser =   rhost = <*> , authentication failure; logname =  uid = (.*?) euid = (.*?) tty = NODEVssh ruser =  rhost = (.*?) 
Sep,2,01:45:37,combo,sshd(pam_unix),11877,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=220.179.61.130  user=root, authentication  failure;  logname =   uid = <*> euid = <*> tty = NODEVssh  ruser =   rhost = <*>  user = root , authentication failure; logname =  uid = (.*?) euid = (.*?) tty = NODEVssh ruser =  rhost = (.*?) user = root 
Sep,2,04:03:26,combo,su(pam_unix),12404,session opened for user cyrus by (uid=0), session  opened  for  user  cyrus  by   ( uid = <*> )  , session opened for user cyrus by  ( uid = (.*?) ) 
Sep,2,04:09:46,combo,su(pam_unix),13629,session opened for user news by (uid=0), session  opened  for  user  news  by   ( uid = <*> )  , session opened for user news by  ( uid = (.*?) ) 
Sep,2,10:54:05,combo,sshd(pam_unix),14256,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=210.109.97.31  user=root, authentication  failure;  logname =   uid = <*> euid = <*> tty = NODEVssh  ruser =   rhost = <*>  user = root , authentication failure; logname =  uid = (.*?) euid = (.*?) tty = NODEVssh ruser =  rhost = (.*?) user = root 
Sep,2,13:33:02,combo,sshd(pam_unix),14494,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=210.109.97.31  user=root, authentication  failure;  logname =   uid = <*> euid = <*> tty = NODEVssh  ruser =   rhost = <*>  user = root , authentication failure; logname =  uid = (.*?) euid = (.*?) tty = NODEVssh ruser =  rhost = (.*?) user = root 
Sep,2,14:37:05,combo,sshd(pam_unix),14604,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=i222-150-132-171.s02.a012.ap.plala.or.jp  user=root, authentication  failure;  logname =   uid = <*> euid = <*> tty = NODEVssh  ruser =   rhost = <*>  user = root , authentication failure; logname =  uid = (.*?) euid = (.*?) tty = NODEVssh ruser =  rhost = (.*?) user = root 
Sep,2,18:07:41,combo,sshd(pam_unix),14928,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=210.109.97.31  user=root, authentication  failure;  logname =   uid = <*> euid = <*> tty = NODEVssh  ruser =   rhost = <*>  user = root , authentication failure; logname =  uid = (.*?) euid = (.*?) tty = NODEVssh ruser =  rhost = (.*?) user = root 
Sep,2,18:07:42,combo,sshd(pam_unix),14937,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=210.109.97.31  user=root, authentication  failure;  logname =   uid = <*> euid = <*> tty = NODEVssh  ruser =   rhost = <*>  user = root , authentication failure; logname =  uid = (.*?) euid = (.*?) tty = NODEVssh ruser =  rhost = (.*?) user = root 
Sep,2,20:49:05,combo,ftpd,15167,connection from 211.22.147.19 () at Fri Sep  2 20:49:05 2005, connection  from  <*>   (  )   at  fri  sep  <*>  <*> <*> , connection from (.*?)  ( )  at fri sep (.*?) (.*?) (.*?) 
Sep,3,06:22:16,combo,sshd(pam_unix),16760,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=202-132-40-29.adsl.ttn.net  user=root, authentication  failure;  logname =   uid = <*> euid = <*> tty = NODEVssh  ruser =   rhost = <*>  user = root , authentication failure; logname =  uid = (.*?) euid = (.*?) tty = NODEVssh ruser =  rhost = (.*?) user = root 
Sep,3,06:23:09,combo,sshd(pam_unix),16768,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=202-132-40-29.adsl.ttn.net  user=root, authentication  failure;  logname =   uid = <*> euid = <*> tty = NODEVssh  ruser =   rhost = <*>  user = root , authentication failure; logname =  uid = (.*?) euid = (.*?) tty = NODEVssh ruser =  rhost = (.*?) user = root 
Sep,3,06:23:22,combo,sshd(pam_unix),16770,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=202-132-40-29.adsl.ttn.net  user=root, authentication  failure;  logname =   uid = <*> euid = <*> tty = NODEVssh  ruser =   rhost = <*>  user = root , authentication failure; logname =  uid = (.*?) euid = (.*?) tty = NODEVssh ruser =  rhost = (.*?) user = root 
Sep,3,08:57:32,combo,sshd(pam_unix),16992,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=210.109.97.31  user=root, authentication  failure;  logname =   uid = <*> euid = <*> tty = NODEVssh  ruser =   rhost = <*>  user = root , authentication failure; logname =  uid = (.*?) euid = (.*?) tty = NODEVssh ruser =  rhost = (.*?) user = root 
Sep,4,10:31:03,combo,sshd(pam_unix),27559,check pass; user unknown, check  pass;  user  unknown , check pass; user unknown 
Sep,4,15:00:09,combo,sshd(pam_unix),28015,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=62.205.38.26  user=root, authentication  failure;  logname =   uid = <*> euid = <*> tty = NODEVssh  ruser =   rhost = <*>  user = root , authentication failure; logname =  uid = (.*?) euid = (.*?) tty = NODEVssh ruser =  rhost = (.*?) user = root 
Sep,4,15:00:59,combo,sshd(pam_unix),28057,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=62.205.38.26  user=root, authentication  failure;  logname =   uid = <*> euid = <*> tty = NODEVssh  ruser =   rhost = <*>  user = root , authentication failure; logname =  uid = (.*?) euid = (.*?) tty = NODEVssh ruser =  rhost = (.*?) user = root 
Sep,4,17:12:20,combo,sshd(pam_unix),28276,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=210.109.97.31  user=root, authentication  failure;  logname =   uid = <*> euid = <*> tty = NODEVssh  ruser =   rhost = <*>  user = root , authentication failure; logname =  uid = (.*?) euid = (.*?) tty = NODEVssh ruser =  rhost = (.*?) user = root 
Sep,4,19:18:59,combo,ftpd,28470,connection from 83.114.226.68 (ASte-Genev-Bois-152-1-28-68.w83-114.abo.wanadoo.fr) at Sun Sep  4 19:18:59 2005, connection  from  <*>   ( <*> )   at  Sun  Sep <*> <*> <*> , connection from (.*?)  ( (.*?) )  at Sun Sep (.*?) (.*?) (.*?) 
Sep,4,19:18:59,combo,ftpd,28472,connection from 83.114.226.68 (ASte-Genev-Bois-152-1-28-68.w83-114.abo.wanadoo.fr) at Sun Sep  4 19:18:59 2005, connection  from  <*>   ( <*> )   at  Sun  Sep <*> <*> <*> , connection from (.*?)  ( (.*?) )  at Sun Sep (.*?) (.*?) (.*?) 
Sep,4,19:18:59,combo,ftpd,28476,connection from 83.114.226.68 (ASte-Genev-Bois-152-1-28-68.w83-114.abo.wanadoo.fr) at Sun Sep  4 19:18:59 2005, connection  from  <*>   ( <*> )   at  Sun  Sep <*> <*> <*> , connection from (.*?)  ( (.*?) )  at Sun Sep (.*?) (.*?) (.*?) 
Sep,5,07:21:28,combo,ftpd,30431,connection from 211.107.232.1 () at Mon Sep  5 07:21:28 2005, connection  from  <*>   (  )   at  Mon  Sep <*> <*> <*> , connection from (.*?)  ( )  at Mon Sep (.*?) (.*?) (.*?) 
Sep,5,07:21:29,combo,ftpd,30433,connection from 211.107.232.1 () at Mon Sep  5 07:21:29 2005, connection  from  <*>   (  )   at  Mon  Sep <*> <*> <*> , connection from (.*?)  ( )  at Mon Sep (.*?) (.*?) (.*?) 
Sep,5,23:25:05,combo,sshd(pam_unix),31805,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=211.99.33.2  user=root, authentication  failure;  logname =   uid = <*> euid = <*> tty = NODEVssh  ruser =   rhost = <*>  user = root , authentication failure; logname =  uid = (.*?) euid = (.*?) tty = NODEVssh ruser =  rhost = (.*?) user = root 
Sep,5,23:25:21,combo,sshd(pam_unix),31820,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=211.99.33.2  user=root, authentication  failure;  logname =   uid = <*> euid = <*> tty = NODEVssh  ruser =   rhost = <*>  user = root , authentication failure; logname =  uid = (.*?) euid = (.*?) tty = NODEVssh ruser =  rhost = (.*?) user = root 
Sep,6,16:03:42,combo,ftpd,2452,connection from 68.236.199.200 (static-68-236-199-200.nwrk.east.verizon.net) at Tue Sep  6 16:03:42 2005, connection  from  <*>   ( <*> )   at  tue  sep  <*>  <*> <*> , connection from (.*?)  ( (.*?) )  at tue sep (.*?) (.*?) (.*?) 
Sep,6,16:03:42,combo,ftpd,2454,connection from 68.236.199.200 (static-68-236-199-200.nwrk.east.verizon.net) at Tue Sep  6 16:03:42 2005, connection  from  <*>   ( <*> )   at  tue  sep  <*>  <*> <*> , connection from (.*?)  ( (.*?) )  at tue sep (.*?) (.*?) (.*?) 
Sep,6,16:03:42,combo,ftpd,2461,connection from 68.236.199.200 (static-68-236-199-200.nwrk.east.verizon.net) at Tue Sep  6 16:03:42 2005, connection  from  <*>   ( <*> )   at  tue  sep  <*>  <*> <*> , connection from (.*?)  ( (.*?) )  at tue sep (.*?) (.*?) (.*?) 
Sep,6,16:03:42,combo,ftpd,2466,connection from 68.236.199.200 (static-68-236-199-200.nwrk.east.verizon.net) at Tue Sep  6 16:03:42 2005, connection  from  <*>   ( <*> )   at  tue  sep  <*>  <*> <*> , connection from (.*?)  ( (.*?) )  at tue sep (.*?) (.*?) (.*?) 
Sep,7,04:23:29,combo,ftpd,4271,connection from 69.15.163.251 (mail2.systemsevolution.com) at Wed Sep  7 04:23:29 2005, connection  from  <*>   ( <*> )   at  wed  sep  <*>  <*> <*> , connection from (.*?)  ( (.*?) )  at wed sep (.*?) (.*?) (.*?) 
Sep,7,04:23:29,combo,ftpd,4277,connection from 69.15.163.251 (mail2.systemsevolution.com) at Wed Sep  7 04:23:29 2005, connection  from  <*>   ( <*> )   at  wed  sep  <*>  <*> <*> , connection from (.*?)  ( (.*?) )  at wed sep (.*?) (.*?) (.*?) 
Sep,7,04:23:29,combo,ftpd,4279,connection from 69.15.163.251 (mail2.systemsevolution.com) at Wed Sep  7 04:23:29 2005, connection  from  <*>   ( <*> )   at  wed  sep  <*>  <*> <*> , connection from (.*?)  ( (.*?) )  at wed sep (.*?) (.*?) (.*?) 
Sep,7,10:57:37,combo,ftpd,4848,connection from 69.15.163.251 (mail2.systemsevolution.com) at Wed Sep  7 10:57:37 2005, connection  from  <*>   ( <*> )   at  wed  sep  <*>  <*> <*> , connection from (.*?)  ( (.*?) )  at wed sep (.*?) (.*?) (.*?) 
Sep,9,04:03:27,combo,su(pam_unix),10325,session closed for user cyrus, session  closed  for  user  cyrus , session closed for user cyrus 
Sep,12,07:41:09,combo,sshd(pam_unix),24536,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=63.107.208.121, authentication  failure;  logname =   uid = <*> euid = <*> tty = NODEVssh  ruser =   rhost = <*> , authentication failure; logname =  uid = (.*?) euid = (.*?) tty = NODEVssh ruser =  rhost = (.*?) 
Sep,12,07:41:26,combo,sshd(pam_unix),24548,check pass; user unknown, check  pass;  user  unknown , check pass; user unknown 
Sep,13,04:04:51,combo,sshd(pam_unix),26757,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=yang.dorm13.nctu.edu.tw  user=nobody, authentication  failure;  logname =   uid = <*> euid = <*> tty = NODEVssh  ruser =   rhost = <*>  user = nobody , authentication failure; logname =  uid = (.*?) euid = (.*?) tty = NODEVssh ruser =  rhost = (.*?) user = nobody 
Sep,13,04:04:52,combo,sshd(pam_unix),26769,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=yang.dorm13.nctu.edu.tw  user=nobody, authentication  failure;  logname =   uid = <*> euid = <*> tty = NODEVssh  ruser =   rhost = <*>  user = nobody , authentication failure; logname =  uid = (.*?) euid = (.*?) tty = NODEVssh ruser =  rhost = (.*?) user = nobody 
Sep,14,21:50:47,combo,ftpd,32286,connection from 86.193.48.194 (ALyon-254-1-17-194.w86-193.abo.wanadoo.fr) at Wed Sep 14 21:50:47 2005, connection  from  <*>   ( <*> )   at  wed  sep  <*>  <*> <*> , connection from (.*?)  ( (.*?) )  at wed sep (.*?) (.*?) (.*?) 
Sep,15,04:35:20,combo,sshd(pam_unix),1183,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=61-218-41-150.hinet-ip.hinet.net  user=root, authentication  failure;  logname =   uid = <*> euid = <*> tty = NODEVssh  ruser =   rhost = <*>  user = root , authentication failure; logname =  uid = (.*?) euid = (.*?) tty = NODEVssh ruser =  rhost = (.*?) user = root 
Sep,15,17:30:15,combo,ftpd,2305,connection from 200.207.16.97 (200-207-16-97.dsl.telesp.net.br) at Thu Sep 15 17:30:15 2005, connection  from  <*>   ( <*> )   at  thu  sep  <*>  <*> <*> , connection from (.*?)  ( (.*?) )  at thu sep (.*?) (.*?) (.*?) 
