Time,Component,Pid,Content,EventTemplate,Regex
20171225-22:11:22:328,Step_LSC,30002312,onStandStepChanged 24364, onstandstepchanged  <*> , onstandstepchanged (.*?) 
20171225-22:11:23:827,Step_LSC,30002312,onStandStepChanged 24366, onstandstepchanged  <*> , onstandstepchanged (.*?) 
20171225-22:26:46:570,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514211900000##12497##875332##76964##61450##111257242, settodaytotaldetailsteps = <*> , settodaytotaldetailsteps = (.*?) 
20171225-22:35:53:697,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514212440000##12556##875332##76964##61450##111804370, settodaytotaldetailsteps = <*> , settodaytotaldetailsteps = (.*?) 
20171225-22:41:27:398,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514212440000##12556##875332##76964##61450##111804370, gettodaytotaldetailsteps   =   <*> , gettodaytotaldetailsteps  =  (.*?) 
20171225-22:48:41:352,HiH_DataStatManager,30002312,"new date =20171225, type=40013,932.0,old=932.0", new  date   = <*>   type = <*> <*> old = <*> , new date  = (.*?)  type = (.*?) (.*?) old = (.*?) 
20171225-22:49:6:973,Step_LSC,30002312,onStandStepChanged 25091, onstandstepchanged  <*> , onstandstepchanged (.*?) 
20171225-22:49:10:474,Step_LSC,30002312,onStandStepChanged 25098, onstandstepchanged  <*> , onstandstepchanged (.*?) 
20171225-22:49:10:777,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514213280000##13194##878077##76964##61450##112600685, gettodaytotaldetailsteps   =   <*> , gettodaytotaldetailsteps  =  (.*?) 
20171225-22:49:10:813,Step_StandReportReceiver,30002312,REPORT : 13195 9421 399298 510, report  :  <*>  <*>  <*>  <*> , report : (.*?) (.*?) (.*?) (.*?) 
20171225-22:49:11:474,Step_LSC,30002312,onStandStepChanged 25100, onstandstepchanged  <*> , onstandstepchanged (.*?) 
20171225-22:49:52:341,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=510, calculatealtitudewithcache  totalaltitude = <*> , calculatealtitudewithcache totalaltitude = (.*?) 
20171225-22:49:52:366,HiH_HiHealthBinder,30002312,"insertHiHealthData() size = 4,app = 1,One Data Type = 40002,packageName = com.huawei.health,writeStatType = 0", inserthihealthdata (  )   size   =   <*> app   = <*> one  data  type   =   <*> packagename   =   <*> writestattype   = <*> , inserthihealthdata ( )  size  =  (.*?) app  = (.*?) one data type  =  (.*?) packagename  =  (.*?) writestattype  = (.*?) 
20171225-22:56:54:441,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514213700000##13369##880111##76964##61450##113063846, gettodaytotaldetailsteps   =   <*> , gettodaytotaldetailsteps  =  (.*?) 
20171225-22:57:59:755,Step_LSC,30002312,onStandStepChanged 25339, onstandstepchanged  <*> , onstandstepchanged (.*?) 
20171225-22:58:3:561,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514213820000##13442##880950##76964##61450##113133462, gettodaytotaldetailsteps   =   <*> , gettodaytotaldetailsteps  =  (.*?) 
20171225-22:58:3:562,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514213820000##13443##881012##76964##61450##113133965, settodaytotaldetailsteps = <*> , settodaytotaldetailsteps = (.*?) 
20171225-23:0:35:703,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514213940000##13468##882566##76964##61450##113286106, settodaytotaldetailsteps = <*> , settodaytotaldetailsteps = (.*?) 
20171225-23:18:40:496,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514215020000##13506##882566##76964##61450##114370899, settodaytotaldetailsteps = <*> , settodaytotaldetailsteps = (.*?) 
20171225-23:18:58:535,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=510, calculatealtitudewithcache  totalaltitude = <*> , calculatealtitudewithcache totalaltitude = (.*?) 
20171225-23:19:0:113,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.TIME_TICK, processhandlebroadcastaction  action:<*>time_tick , processhandlebroadcastaction action:(.*?)time_tick 
20171225-23:19:7:233,HiH_DataStatManager,30002312,"new date =20171225, type=40002,13540.0,old=13248.0", new  date   = <*>   type = <*> <*> old = <*> , new date  = (.*?)  type = (.*?) (.*?) old = (.*?) 
20171225-23:19:8:692,Step_LSC,30002312,onStandStepChanged 25445, onstandstepchanged  <*> , onstandstepchanged (.*?) 
20171225-23:19:25:518,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=407328, calculatecalorieswithcache  totalcalories = <*> , calculatecalorieswithcache totalcalories = (.*?) 
20171225-23:19:27:518,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=407393, calculatecalorieswithcache  totalcalories = <*> , calculatecalorieswithcache totalcalories = (.*?) 
20171225-23:20:20:756,HiH_HiHealthBinder,30002312,"getAppContext() isAppValid health or wear, packageName = com.huawei.health", getAppContext (  )   isAppValid  health  or  wear   packageName   =   <*> , getAppContext ( )  isAppValid health or wear  packageName  =  (.*?) 
20171225-23:20:23:537,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=409170, calculatecalorieswithcache  totalcalories = <*> , calculatecalorieswithcache totalcalories = (.*?) 
20171225-23:20:29:709,Step_LSC,30002312,onStandStepChanged 25572, onstandstepchanged  <*> , onstandstepchanged (.*?) 
20171225-23:20:30:13,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514215140000##13669##889203##76964##61450##114480416, settodaytotaldetailsteps = <*> , settodaytotaldetailsteps = (.*?) 
20171225-23:20:51:221,Step_LSC,30002312,onExtend:1514215251000 1 0 4, onextend:1514902316000 <*> 0  <*> , onextend:1514902316000 (.*?) 0 (.*?) 
20171225-23:21:3:208,Step_LSC,30002312,onStandStepChanged 25631, onstandstepchanged  <*> , onstandstepchanged (.*?) 
20171225-23:21:4:557,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=410733, calculatecalorieswithcache  totalcalories = <*> , calculatecalorieswithcache totalcalories = (.*?) 
20171225-23:21:59:9,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514215200000##13762##896783##76964##61450##114568914, gettodaytotaldetailsteps   =   <*> , gettodaytotaldetailsteps  =  (.*?) 
20171225-23:22:3:537,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=411718, calculatecalorieswithcache  totalcalories = <*> , calculatecalorieswithcache totalcalories = (.*?) 
20171225-23:22:17:46,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=510, calculatealtitudewithcache  totalaltitude = <*> , calculatealtitudewithcache totalaltitude = (.*?) 
20171225-23:22:37:217,Step_LSC,30002312,onExtend:1514215357000 1 0 4, onextend:1514902316000 <*> 0  <*> , onextend:1514902316000 (.*?) 0 (.*?) 
20171225-23:22:41:53,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=510, calculatealtitudewithcache  totalaltitude = <*> , calculatealtitudewithcache totalaltitude = (.*?) 
20171225-23:22:41:715,Step_LSC,30002312,onExtend:1514215361000 1 0 4, onextend:1514902316000 <*> 0  <*> , onextend:1514902316000 (.*?) 0 (.*?) 
20171225-23:22:43:208,Step_LSC,30002312,onStandStepChanged 25736, onstandstepchanged  <*> , onstandstepchanged (.*?) 
20171225-23:23:55:359,HiH_DataStatManager,30002312,"new date =20171225, type=40041,11160.0,old=10980.0", new  date   = <*>   type = <*> <*> old = <*> , new date  = (.*?)  type = (.*?) (.*?) old = (.*?) 
20171225-23:25:8:14,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514215440000##14042##912731##76964##61450##114758418, settodaytotaldetailsteps = <*> , settodaytotaldetailsteps = (.*?) 
20171225-23:25:14:342,HiH_DataStatManager,30002312,"new date =20171225, type=40042,300.0,old=300.0", new  date   = <*>   type = <*> <*> old = <*> , new date  = (.*?)  type = (.*?) (.*?) old = (.*?) 
20171225-23:25:23:549,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=510, calculatealtitudewithcache  totalaltitude = <*> , calculatealtitudewithcache totalaltitude = (.*?) 
20171225-23:42:6:688,Step_LSC,30002312,onExtend:1514216527000 1 0 4, onextend:1514902316000 <*> 0  <*> , onextend:1514902316000 (.*?) 0 (.*?) 
20171225-23:42:13:30,Step_StandReportReceiver,30002312,REPORT : 14225 10156 428553 540, report  :  <*>  <*>  <*>  <*> , report : (.*?) (.*?) (.*?) (.*?) 
20171225-23:42:18:481,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514216460000##14233##917248##76964##61450##115788884, settodaytotaldetailsteps = <*> , settodaytotaldetailsteps = (.*?) 
20171225-23:42:19:12,Step_StandReportReceiver,30002312,REPORT : 14234 10163 428746 540, report  :  <*>  <*>  <*>  <*> , report : (.*?) (.*?) (.*?) (.*?) 
20171225-23:45:3:1,Step_LSC,30002312,onStandStepChanged 26249, onstandstepchanged  <*> , onstandstepchanged (.*?) 
20171225-23:45:3:145,HiH_DataStatManager,30002312,"new date =20171225, type=40013,1034.0,old=932.0", new  date   = <*>   type = <*> <*> old = <*> , new date  = (.*?)  type = (.*?) (.*?) old = (.*?) 
20171225-23:45:3:165,HiH_HiSyncControl,30002312,"initDataPrivacy the dataPrivacy switch is open, start push health data!", initDataPrivacy  the  dataPrivacy  switch  is  open   start  push  health  data , initDataPrivacy the dataPrivacy switch is open  start push health data 
20171225-23:46:5:575,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=444131, calculatecalorieswithcache  totalcalories = <*> , calculatecalorieswithcache totalcalories = (.*?) 
20171226-8:2:9:927,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.TIME_TICK, processhandlebroadcastaction  action:<*>time_tick , processhandlebroadcastaction action:(.*?)time_tick 
20171226-8:30:59:830,Step_LSC,30002312,"timeStamp back,extendReportTimeStamp=1514248259000", timestamp  back extendreporttimestamp = <*> , timestamp back extendreporttimestamp = (.*?) 
20171226-8:31:34:884,Step_StandReportReceiver,30002312,REPORT : 130 90 2720 0, report  :  <*>  <*>  <*>  <*> , report : (.*?) (.*?) (.*?) (.*?) 
20171226-8:33:17:401,Step_StandReportReceiver,30002312,REPORT : 360 232 6961 0, report  :  <*>  <*>  <*>  <*> , report : (.*?) (.*?) (.*?) (.*?) 
20171226-8:34:19:421,HiH_HiHealthService,30002312,onCreate(), onCreate (  )  , onCreate ( ) 
20171226-8:52:29:177,Step_StandReportReceiver,30002312,REPORT : 571 407 20366 30, report  :  <*>  <*>  <*>  <*> , report : (.*?) (.*?) (.*?) (.*?) 
20171226-8:52:44:173,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=20944, calculatecalorieswithcache  totalcalories = <*> , calculatecalorieswithcache totalcalories = (.*?) 
20171226-8:52:46:659,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514249460000##603##922584##77229##62451##21371606, settodaytotaldetailsteps = <*> , settodaytotaldetailsteps = (.*?) 
20171226-8:52:50:369,Step_LSC,30002312,onExtend:1514249570000 2 0 4, onextend:1514902316000 <*> 0  <*> , onextend:1514902316000 (.*?) 0 (.*?) 
20171226-8:52:52:167,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=21309, calculatecalorieswithcache  totalcalories = <*> , calculatecalorieswithcache totalcalories = (.*?) 
20171226-8:53:1:164,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514249520000##631##922874##77229##62451##21385621, gettodaytotaldetailsteps   =   <*> , gettodaytotaldetailsteps  =  (.*?) 
20171226-8:53:4:669,Step_StandReportReceiver,30002312,REPORT : 639 456 21822 30, report  :  <*>  <*>  <*>  <*> , report : (.*?) (.*?) (.*?) (.*?) 
20171226-8:53:9:169,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=30, calculatealtitudewithcache  totalaltitude = <*> , calculatealtitudewithcache totalaltitude = (.*?) 
20171226-8:53:15:168,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514249520000##656##926064##77229##62451##21399620, gettodaytotaldetailsteps   =   <*> , gettodaytotaldetailsteps  =  (.*?) 
20171226-8:53:19:871,Step_LSC,30002312,onExtend:1514249600000 1 0 4, onextend:1514902316000 <*> 0  <*> , onextend:1514902316000 (.*?) 0 (.*?) 
20171226-8:53:22:663,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514249520000##671##927804##77229##62451##21407107, gettodaytotaldetailsteps   =   <*> , gettodaytotaldetailsteps  =  (.*?) 
20171226-8:53:47:672,Step_StandReportReceiver,30002312,REPORT : 727 519 23707 30, report  :  <*>  <*>  <*>  <*> , report : (.*?) (.*?) (.*?) (.*?) 
20171226-8:53:58:169,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=30, calculatealtitudewithcache  totalaltitude = <*> , calculatealtitudewithcache totalaltitude = (.*?) 
20171226-8:54:4:665,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=24413, calculatecalorieswithcache  totalcalories = <*> , calculatecalorieswithcache totalcalories = (.*?) 
20171226-8:54:6:677,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=24499, calculatecalorieswithcache  totalcalories = <*> , calculatecalorieswithcache totalcalories = (.*?) 
20171226-8:54:14:157,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514249580000##779##940958##77229##62451##21459104, settodaytotaldetailsteps = <*> , settodaytotaldetailsteps = (.*?) 
20171226-8:54:14:665,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514249580000##780##941080##77229##62451##21459613, settodaytotaldetailsteps = <*> , settodaytotaldetailsteps = (.*?) 
20171226-8:54:23:659,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514249580000##798##943154##77229##62451##21468607, settodaytotaldetailsteps = <*> , settodaytotaldetailsteps = (.*?) 
20171226-8:54:34:373,Step_LSC,30002312,onExtend:1514249674000 1 0 4, onextend:1514902316000 <*> 0  <*> , onextend:1514902316000 (.*?) 0 (.*?) 
20171226-8:54:41:389,Step_FlushableStepDataCache,30002312,"upLoadOneMinuteDataToEngine time=25237484,0,23,0,20002", uploadoneminutedatatoengine  time = <*> <*> <*> <*> <*> , uploadoneminutedatatoengine time = (.*?) (.*?) (.*?) (.*?) (.*?) 
20171226-8:54:41:389,Step_FlushableStepDataCache,30002312,"upLoadOneMinuteDataToEngine time=25237488,0,14,0,20002", uploadoneminutedatatoengine  time = <*> <*> <*> <*> <*> , uploadoneminutedatatoengine time = (.*?) (.*?) (.*?) (.*?) (.*?) 
20171226-8:54:41:407,HiH_HiHealthDataInsertStore,30002312,"saveHealthDetailData() deviceID = 2,clientID=1,id=1", saveHealthDetailData (  )   deviceID   = <*> clientID = <*> id = <*> , saveHealthDetailData ( )  deviceID  = (.*?) clientID = (.*?) id = (.*?) 
20171226-8:54:48:166,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514249580000##845##948766##77229##62451##21493113, settodaytotaldetailsteps = <*> , settodaytotaldetailsteps = (.*?) 
20171226-8:54:53:356,Step_LSC,30002312,onStandStepChanged 826, onstandstepchanged  <*> , onstandstepchanged (.*?) 
20171226-8:54:53:658,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514249580000##855##949742##77229##62451##21498605, settodaytotaldetailsteps = <*> , settodaytotaldetailsteps = (.*?) 
20171226-8:54:54:356,Step_LSC,30002312,onStandStepChanged 828, onstandstepchanged  <*> , onstandstepchanged (.*?) 
20171226-8:55:11:677,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=30, calculatealtitudewithcache  totalaltitude = <*> , calculatealtitudewithcache totalaltitude = (.*?) 
20171226-8:55:31:163,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=27755, calculatecalorieswithcache  totalcalories = <*> , calculatecalorieswithcache totalcalories = (.*?) 
20171226-8:56:36:388,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=30560, calculatecalorieswithcache  totalcalories = <*> , calculatecalorieswithcache totalcalories = (.*?) 
20171226-8:56:50:885,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514249700000##1066##959732##77229##62451##21615328, gettodaytotaldetailsteps   =   <*> , gettodaytotaldetailsteps  =  (.*?) 
20171226-8:57:13:887,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514249760000##1066##959932##77229##62451##21638835, settodaytotaldetailsteps = <*> , settodaytotaldetailsteps = (.*?) 
20171226-9:12:12:198,Step_LSC,30002312,onExtend:1514250732000 1 0 4, onextend:1514902316000 <*> 0  <*> , onextend:1514902316000 (.*?) 0 (.*?) 
20171226-9:12:21:491,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514250660000##1473##962072##77229##62451##22545941, gettodaytotaldetailsteps   =   <*> , gettodaytotaldetailsteps  =  (.*?) 
20171226-9:12:22:999,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514250660000##1476##962072##77229##62451##22547440, gettodaytotaldetailsteps   =   <*> , gettodaytotaldetailsteps  =  (.*?) 
20171226-9:12:30:191,Step_LSC,30002312,onStandStepChanged 1461, onstandstepchanged  <*> , onstandstepchanged (.*?) 
20171226-9:30:59:727,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514251740000##1556##962210##77229##62451##23664361, gettodaytotaldetailsteps   =   <*> , gettodaytotaldetailsteps  =  (.*?) 
20171226-9:35:32:813,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514252040000##1556##962210##77229##62451##23937760, settodaytotaldetailsteps = <*> , settodaytotaldetailsteps = (.*?) 
20171226-9:37:38:361,Step_StandStepCounter,30002312,flush sensor data, flush  sensor  data , flush sensor data 
20171226-12:10:52:579,Step_LSC,30002312,onExtend:1514261453000 0 0 0, onextend:1514902316000 <*> 0  <*> , onextend:1514902316000 (.*?) 0 (.*?) 
20171226-12:12:59:416,HiH_DataStatManager,30002312,"new date =20171226, type=40012,73.0,old=73.0", new  date   = <*>   type = <*> <*> old = <*> , new date  = (.*?)  type = (.*?) (.*?) old = (.*?) 
20171226-12:12:59:429,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=58171, calculatecalorieswithcache  totalcalories = <*> , calculatecalorieswithcache totalcalories = (.*?) 
20171226-12:13:5:24,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=90, calculatealtitudewithcache  totalaltitude = <*> , calculatealtitudewithcache totalaltitude = (.*?) 
20171226-12:13:9:701,Step_LSC,30002312,onStandStepChanged 1732, onstandstepchanged  <*> , onstandstepchanged (.*?) 
20171226-12:13:13:3,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514261520000##1766##963508##77229##62451##33397950, settodaytotaldetailsteps = <*> , settodaytotaldetailsteps = (.*?) 
20171226-12:13:19:701,Step_LSC,30002312,onStandStepChanged 1748, onstandstepchanged  <*> , onstandstepchanged (.*?) 
20171226-12:13:26:521,Step_StandReportReceiver,30002312,REPORT : 1788 1276 59263 90, report  :  <*>  <*>  <*>  <*> , report : (.*?) (.*?) (.*?) (.*?) 
20171226-12:13:28:517,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=59349, calculatecalorieswithcache  totalcalories = <*> , calculatecalorieswithcache totalcalories = (.*?) 
20171226-12:13:32:24,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=90, calculatealtitudewithcache  totalaltitude = <*> , calculatealtitudewithcache totalaltitude = (.*?) 
20171226-12:13:43:704,Step_LSC,30002312,onStandStepChanged 1788, onstandstepchanged  <*> , onstandstepchanged (.*?) 
20171226-12:13:47:512,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514261520000##1820##966742##77229##62451##33432460, settodaytotaldetailsteps = <*> , settodaytotaldetailsteps = (.*?) 
20171226-12:15:46:229,HiH_HiHealthDataInsertStore,30002312,"saveHealthDetailData() saveOneDetailData fail hiHealthData = 1514217600000,type = 40005", savehealthdetaildata (  )   saveonedetaildata  fail  hihealthdata   =   <*> type   = <*> , savehealthdetaildata ( )  saveonedetaildata fail hihealthdata  =  (.*?) type  = (.*?) 
20171226-12:15:46:311,Step_SPUtils,30002312,setWriteDBLastDataMinute=25237695, setwritedblastdataminute = <*> , setwritedblastdataminute = (.*?) 
20171226-12:15:46:715,Step_LSC,30002312,onExtend:1514261747000 3 0 4, onextend:1514902316000 <*> 0  <*> , onextend:1514902316000 (.*?) 0 (.*?) 
20171226-12:16:4:702,Step_LSC,30002312,onStandStepChanged 1844, onstandstepchanged  <*> , onstandstepchanged (.*?) 
20171226-12:16:15:710,Step_LSC,30002312,onStandStepChanged 1861, onstandstepchanged  <*> , onstandstepchanged (.*?) 
20171226-12:16:27:505,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514261700000##1908##968788##77229##62451##33592453, settodaytotaldetailsteps = <*> , settodaytotaldetailsteps = (.*?) 
20171226-12:16:28:218,Step_LSC,30002312,onExtend:1514261788000 1 0 4, onextend:1514902316000 <*> 0  <*> , onextend:1514902316000 (.*?) 0 (.*?) 
20171226-12:16:36:2,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514261700000##1921##969376##77229##62451##33600950, settodaytotaldetailsteps = <*> , settodaytotaldetailsteps = (.*?) 
20171226-12:16:39:8,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514261700000##1924##969502##77229##62451##33602953, gettodaytotaldetailsteps   =   <*> , gettodaytotaldetailsteps  =  (.*?) 
20171226-12:16:50:502,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514261700000##1941##970216##77229##62451##33614451, gettodaytotaldetailsteps   =   <*> , gettodaytotaldetailsteps  =  (.*?) 
20171226-12:17:5:11,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=63052, calculatecalorieswithcache  totalcalories = <*> , calculatecalorieswithcache totalcalories = (.*?) 
20171226-12:17:18:204,Step_LSC,30002312,onStandStepChanged 1957, onstandstepchanged  <*> , onstandstepchanged (.*?) 
20171226-12:17:22:19,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=63609, calculatecalorieswithcache  totalcalories = <*> , calculatecalorieswithcache totalcalories = (.*?) 
20171226-12:17:23:722,Step_LSC,30002312,onExtend:1514261844000 1 0 4, onextend:1514902316000 <*> 0  <*> , onextend:1514902316000 (.*?) 0 (.*?) 
20171226-12:17:25:205,Step_LSC,30002312,onStandStepChanged 1968, onstandstepchanged  <*> , onstandstepchanged (.*?) 
20171226-12:17:34:23,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=90, calculatealtitudewithcache  totalaltitude = <*> , calculatealtitudewithcache totalaltitude = (.*?) 
20171226-12:17:39:4,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514261760000##2018##976550##77229##62451##33663951, settodaytotaldetailsteps = <*> , settodaytotaldetailsteps = (.*?) 
20171226-12:17:47:703,Step_LSC,30002312,onStandStepChanged 2002, onstandstepchanged  <*> , onstandstepchanged (.*?) 
20171226-12:17:56:29,Step_StandReportReceiver,30002312,REPORT : 2043 1458 64723 90, report  :  <*>  <*>  <*>  <*> , report : (.*?) (.*?) (.*?) (.*?) 
20171226-12:18:6:3,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514261820000##2056##980129##77229##62451##33690454, gettodaytotaldetailsteps   =   <*> , gettodaytotaldetailsteps  =  (.*?) 
20171226-12:18:11:201,Step_LSC,30002312,onStandStepChanged 2035, onstandstepchanged  <*> , onstandstepchanged (.*?) 
20171226-12:18:13:13,Step_StandReportReceiver,30002312,REPORT : 2066 1475 65215 90, report  :  <*>  <*>  <*>  <*> , report : (.*?) (.*?) (.*?) (.*?) 
20171226-12:18:21:708,Step_LSC,30002312,onExtend:1514261902000 1 0 4, onextend:1514902316000 <*> 0  <*> , onextend:1514902316000 (.*?) 0 (.*?) 
20171226-12:18:29:22,Step_StandReportReceiver,30002312,REPORT : 2090 1492 65730 90, report  :  <*>  <*>  <*>  <*> , report : (.*?) (.*?) (.*?) (.*?) 
20171226-12:18:44:503,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514261820000##2115##985498##77229##62451##33729450, settodaytotaldetailsteps = <*> , settodaytotaldetailsteps = (.*?) 
20171226-12:20:51:356,Step_LSC,30002312,Alarm uploadStaticsToDB totalSteps=2337Calories:66565Floor:90Distance:1668, alarm  uploadstaticstodb  totalsteps = 2337calories:66565floor:90distance:1668 , alarm uploadstaticstodb totalsteps = 2337calories:66565floor:90distance:1668 
20171226-12:20:51:361,HiH_HiHealthBinder,30002312,"insertHiHealthData() size = 16,app = 1,One Data Type = 2,packageName = com.huawei.health,writeStatType = 0", inserthihealthdata (  )   size   =   <*> app   = <*> one  data  type   =   <*> packagename   =   <*> writestattype   = <*> , inserthihealthdata ( )  size  =  (.*?) app  = (.*?) one data type  =  (.*?) packagename  =  (.*?) writestattype  = (.*?) 
20171226-12:21:5:398,Step_LSC,30002312,onExtend:1514262066000 1 0 4, onextend:1514902316000 <*> 0  <*> , onextend:1514902316000 (.*?) 0 (.*?) 
20171226-12:21:11:699,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=71683, calculatecalorieswithcache  totalcalories = <*> , calculatecalorieswithcache totalcalories = (.*?) 
20171226-12:21:29:879,Step_LSC,30002312,onStandStepChanged 2368, onstandstepchanged  <*> , onstandstepchanged (.*?) 
20171226-12:21:37:879,Step_LSC,30002312,onStandStepChanged 2381, onstandstepchanged  <*> , onstandstepchanged (.*?) 
20171226-12:21:42:198,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=90, calculatealtitudewithcache  totalaltitude = <*> , calculatealtitudewithcache totalaltitude = (.*?) 
20171226-12:21:45:680,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514262000000##2422##995191##77229##62451##33910130, gettodaytotaldetailsteps   =   <*> , gettodaytotaldetailsteps  =  (.*?) 
20171226-12:21:48:695,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=72968, calculatecalorieswithcache  totalcalories = <*> , calculatecalorieswithcache totalcalories = (.*?) 
20171226-12:21:49:687,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514262000000##2429##995933##77229##62451##33914137, gettodaytotaldetailsteps   =   <*> , gettodaytotaldetailsteps  =  (.*?) 
20171226-12:22:7:393,Step_LSC,30002312,onExtend:1514262128000 1 0 4, onextend:1514902316000 <*> 0  <*> , onextend:1514902316000 (.*?) 0 (.*?) 
20171226-13:14:38:342,Step_FlushableStepDataCache,30002312,"upLoadOneMinuteDataToEngine time=25237750,0,100,0,20002", uploadoneminutedatatoengine  time = <*> <*> <*> <*> <*> , uploadoneminutedatatoengine time = (.*?) (.*?) (.*?) (.*?) (.*?) 
20171226-13:14:43:675,Step_LSC,30002312,onExtend:1514265284000 1 0 4, onextend:1514902316000 <*> 0  <*> , onextend:1514902316000 (.*?) 0 (.*?) 
20171226-13:14:55:492,Step_StandReportReceiver,30002312,REPORT : 3141 2242 88237 90, report  :  <*>  <*>  <*>  <*> , report : (.*?) (.*?) (.*?) (.*?) 
20171226-13:16:50:670,Step_LSC,30002312,onExtend:1514265411000 2 0 4, onextend:1514902316000 <*> 0  <*> , onextend:1514902316000 (.*?) 0 (.*?) 
20171226-13:16:53:478,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514265300000##3175##1005306##77229##62451##37218425, settodaytotaldetailsteps = <*> , settodaytotaldetailsteps = (.*?) 
20171226-13:17:14:15,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=120, calculatealtitudewithcache  totalaltitude = <*> , calculatealtitudewithcache totalaltitude = (.*?) 
20171226-14:56:21:485,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514271300000##3349##1006446##77229##62451##43185641, gettodaytotaldetailsteps   =   <*> , gettodaytotaldetailsteps  =  (.*?) 
20171226-14:58:6:370,Step_LSC,30002312,onStandStepChanged 3320, onstandstepchanged  <*> , onstandstepchanged (.*?) 
20171226-15:11:15:297,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.TIME_TICK, processhandlebroadcastaction  action:<*>time_tick , processhandlebroadcastaction action:(.*?)time_tick 
